,name,ykiho,top5
8130,연세바른정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '발목염좌긴장', '척추질환']"
8131,밝은김안과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,"['각막염', '녹내장', '망막(맥락막·유리체) 질환', '안구건조증', '알레르기질환']"
8132,해와별소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,"['감기', '비염', '알레르기질환', '장염', '호흡계통의 질환']"
8133,바른정형외과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz,"['거북목(일자목)증후군', '골절', '발목염좌긴장', '척추질환', '테니스 엘보']"
8134,제이엠가정의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,"['고지혈증', '빈혈', '순환계통의 질환', '장염', '정신및행동장애']"
8135,샤인유 의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz,"['고혈압', '대상포진', '알레르기질환', '지방간', '탈모']"
8136,오천 권내과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,"['감기', '고혈압', '비염', '장염', '호흡계통의 질환']"
8137,진접아산내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
8138,푸른의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz,"['거북목(일자목)증후군', '고혈압', '당뇨병', '척추질환', '호흡계통의 질환']"
8139,김경현내과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '당뇨병', '위식도 역류질환', '장염']"
8140,굿모닝이비인후과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz,"['감기', '비염', '중이염', '호흡계통의 질환', '후두염']"
8141,열린정신건강의학과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증', '치매']"
8142,서울정형외과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['고혈압', '골절', '관절병증', '척추질환', '테니스 엘보']"
8143,김호철방사선과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '관절병증', '맹장염(충수염)', '척추질환', '호흡계통의 질환']"
8144,호소아청소년과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"['감기', '비염', '알레르기질환', '중이염', '호흡계통의 질환']"
8145,박정근내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
8146,이레정형외과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,"['골절', '관절병증', '발목염좌긴장', '오십견', '척추질환']"
8147,연세비뇨기과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,"['대상포진', '방광염', '알레르기질환', '전립선증식증', '화상']"
8148,이엠돌담의원,JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQyIyQ1IyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '알레르기질환', '척추질환']"
8149,서울대본정형외과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '척추질환', '테니스 엘보']"
8150,골드만비뇨의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"['방광염', '성매개감염병', '신경인성 방광', '요로결석증', '전립선증식증']"
8151,지안정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '영양결핍', '우울증', '정신및행동장애', '조울증']"
8152,스킨다피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,"['건선', '대상포진', '알레르기질환', '티눈', '화상']"
8153,다산재활의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,"['고혈압', '근막통증증후군', '뇌졸중', '오십견', '척추질환']"
8154,아산미즈영상의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['갑상선기능저하증', '갑상선암', '고혈압', '난소암', '생활습관병_유방암']"
8155,유니아이소아청소년과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,"['감기', '비염', '알레르기질환', '장염', '호흡계통의 질환']"
8156,듬직한 현내과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,"['고지혈증', '고혈압', '당뇨병', '비염', '호흡계통의 질환']"
8157,우성용 1 내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNTEjJDEjJDYjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '장염']"
8158,소망마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDIjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '발목염좌긴장', '척추질환']"
8159,디에뜨의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNzEjJDEjJDgjJDgz,"['각막염', '고혈압', '알레르기질환', '탈모', '티눈']"
8160,리더스365비뇨의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,"['방광염', '성매개감염병', '신경인성 방광', '요로결석증', '전립선증식증']"
8161,벌교맑은의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,"['대상포진', '방광염', '신경인성 방광', '알레르기질환', '전립선증식증']"
8162,곽의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '불면증']"
8163,문홍세신경정신과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증']"
8164,오이비인후과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQyIyQ1IyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,"['감기', '이명', '폐렴', '호흡계통의 질환', '환경성질환_천식']"
8165,보람의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '관절병증', '당뇨병', '비염']"
8166,더블유의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,"['비염', '안구건조증', '알레르기질환', '전립선증식증', '하지의 정맥류']"
8167,박소정산부인과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,"['방광염', '신경인성 방광', '알레르기질환', '영양결핍', '질염']"
8168,경주성모안과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,"['녹내장', '망막(맥락막·유리체) 질환', '백내장', '안구건조증', '알레르기질환']"
8169,김인재내과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '생활습관병_심장병', '장염']"
8170,연세위드유외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,"['갑상선기능저하증', '갑상선기능항진증', '갑상선암', '생활습관병_유방암', '화상']"
8171,증평제일정형외과의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '오십견', '척추질환']"
8172,강남웰남성의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"['건선', '당뇨병', '방광염', '전립선증식증', '허혈성심질환_협심증']"
8173,해맑은비뇨의학과의원,JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,"['방광염', '신경인성 방광', '알레르기질환', '전립선증식증', '티눈']"
8174,더웰피부과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,"['건선', '대상포진', '백반증', '알레르기질환', '탈모']"
8175,삼성물산(주)부속의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,"['고지혈증', '고혈압', '당뇨병', '비염', '탈모']"
8176,시원한마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '골다공증', '관절병증', '오십견', '척추질환']"
8177,반월당정가정의학과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,"['감기', '고혈압', '알레르기질환', '척추질환', '탈모']"
8178,더마주피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
8179,조은성모의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz,"['감기', '고혈압', '비염', '알레르기질환', '호흡계통의 질환']"
8180,굿마디의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '척추질환', '테니스 엘보']"
8181,세준검진의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,"['B형 간염', '고지혈증', '고혈압', '골다공증', '당뇨병']"
8182,이지안소아청소년과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"['감기', '알레르기질환', '장염', '중이염', '호흡계통의 질환']"
8183,미모의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,"['대상포진', '방광염', '알레르기질환', '전립선증식증', '탈모']"
8184,우리이비인후과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,"['감기', '난청', '이명', '중이염', '호흡계통의 질환']"
8185,연세제일의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,"['감기', '고혈압', '당뇨병', '비염', '호흡계통의 질환']"
8186,함내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,"['고혈압', '관절병증', '당뇨병', '비염', '위식도 역류질환']"
8187,추내과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '골다공증', '당뇨병', '위식도 역류질환']"
8188,성모외과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,"['고혈압', '관절병증', '당뇨병', '전립선증식증', '화상']"
8189,수원메디휴제일내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '빈혈', '위식도 역류질환']"
8190,삼성스마일안과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,"['각막염', '녹내장', '백내장', '안구건조증', '알레르기질환']"
8191,친절신경외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '관절병증', '오십견', '척추질환', '호흡계통의 질환']"
8192,강남베스트내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
8193,365소아청소년과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,"['비염', '장염', '중이염', '폐렴', '호흡계통의 질환']"
8194,서울락비뇨기과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,"['고혈압', '방광염', '성매개감염병', '신경인성 방광', '전립선증식증']"
8195,삼성서울유외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,"['갑상선기능저하증', '갑상선기능항진증', '생활습관병_유방암', '췌장암', '하지의 정맥류']"
8196,라비에피부과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,"['건선', '백반증', '알레르기질환', '티눈', '화상']"
8197,와이디의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
8198,자연미인의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,"['감기', '대상포진', '알레르기질환', '영양결핍']"
8199,장유닥터윤의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz,"['감기', '고혈압', '장염', '중이염', '호흡계통의 질환']"
8200,부여이비인후과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,"['감기', '난청', '비염', '위식도 역류질환', '호흡계통의 질환']"
8201,대교의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,"['거북목(일자목)증후군', '관절병증', '알레르기질환', '척추질환', '호흡계통의 질환']"
8202,최순규의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '골다공증', '당뇨병', '척추질환']"
8203,이상원이비인후과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,"['감기', '비염', '중이염', '호흡계통의 질환', '후두염']"
8204,영산부인과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNTEjJDEjJDYjJDgz,"['다낭성 난소증후군', '방광염', '성매개감염병', '유산된 임신', '질염']"
8205,한양정형외과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,"['골절', '관절병증', '근막통증증후군', '오십견', '척추질환']"
8206,연세내과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,"['감기', '고혈압', '방광염', '알레르기질환', '장염']"
8207,최무수마취통증의학과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '관절병증', '발목염좌긴장', '척추질환', '테니스 엘보']"
8208,한빛내과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,"['고혈압', '당뇨병', '알레르기질환', '장염', '호흡계통의 질환']"
8209,전봉균내과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,"['고지혈증', '고혈압', '당뇨병', '알레르기질환', '호흡계통의 질환']"
8210,수피부과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,"['건선', '백반증', '알레르기질환', '탈모', '화상']"
8211,해인가정의학과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,"['고혈압', '알레르기질환', '장염', '척추질환', '호흡계통의 질환']"
8212,아름다운피부과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,"['건선', '대상포진', '알레르기질환', '탈모', '티눈']"
8213,한신의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,"['감기', '고혈압', '당뇨병', '비염', '호흡계통의 질환']"
8214,신구의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,"['고지혈증', '고혈압', '당뇨병', '정신및행동장애', '척추질환']"
8215,백한창정형외과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,"['골다공증', '골절', '관절병증', '오십견', '척추질환']"
8216,이종화외과의원,JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE4MzIjODEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '척추질환', '티눈']"
8217,한스소아청소년과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzMxIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,"['감기', '알레르기질환', '장염', '중이염', '호흡계통의 질환']"
8218,윤성열내과의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '근막통증증후군', '당뇨병', '호흡계통의 질환']"
8219,선하신경과의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjODEjJDEjJDIjJDgz,"['고혈압', '관절병증', '순환계통의 질환', '정신및행동장애', '척추질환']"
8220,큰나무정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,"['골절', '관절병증', '근막통증증후군', '발목염좌긴장', '오십견']"
8221,고려의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,"['고혈압', '관절병증', '척추질환', '호흡계통의 질환', '환경성질환_천식']"
8222,김태룡내과의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '호흡계통의 질환']"
8223,문철훈신경정신과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,"['거북목(일자목)증후군', '뇌졸중', '우울증', '정신및행동장애', '조울증']"
8224,남평의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['고혈압', '골다공증', '관절병증', '알레르기질환', '척추질환']"
8225,한전국마취통증의학과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNzEjJDEjJDgjJDgz,"['골다공증', '관절병증', '근막통증증후군', '오십견', '척추질환']"
8226,이동훈이비인후과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,"['감기', '비염', '중이염', '치주질환및치은염', '호흡계통의 질환']"
8227,가나신경외과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQyIyQ1IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,"['골다공증', '골절', '관절병증', '뇌졸중', '척추질환']"
8228,새봄의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '당뇨병', '척추질환']"
8229,박앤김내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '치매']"
8230,조성호마취통증의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNzEjJDEjJDgjJDgz,"['관절병증', '근막통증증후군', '오십견', '척추질환', '테니스 엘보']"
8231,현대의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '오십견', '척추질환']"
8232,안병현이비인후과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,"['감기', '난청', '비염', '이명', '중이염']"
8233,정내과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjODEjJDEjJDYjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
8234,한솔내과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDQjJDgz,"['갑상선기능저하증', '고지혈증', '고혈압', '당뇨병', '호흡계통의 질환']"
